id,english_name,spanish_name,category,subtype,role_in_story,logline_usage,dramatic_function,arc_phase_affinity,scene_type_affinity,primary_genres,secondary_genres,tone_seriousness,tone_darkness,tone_stylization,humor_presence,emotional_core,moral_axis,character_change_potential,narrative_scale,conflict_type,stakes_level,default_periods,default_settings,period_flexibility,worldbuilding_requirement,sensitivity_tags,rating_floor,hays_code_relevant,professional_notes,examples_reference,script_usage_notes,production_implications,source,curation_status,tags_engine,priority_for_generation,version
THEME_LONG_JOURNEY,Long Journey,El largo viaje / odisea,THEME,structural_theme,theme,"La historia se articula como un viaje prolongado físico o metafórico.","Permite sumar episodios y encuentros; ideal para road movies y fantasía épica.",setup;throughline;midpoint;climax,montage;exploration,ADVENTURE;DRAMA,FANTASY,3,2,naturalistic;heightened_stylized,light,"curiosity;fatigue","self_vs_community",major,personal;community,exploration;internal,3,ancient;fantasy;20th_century,ODYSSEY_SETTINGS;FANTASY_KINGDOM;ROAD_MOVIE_SETTINGS,high,medium,"","PG-13",false,"Tema estructural; conviene que cada etapa añada cambio interno, no solo decorado.",,"Definir punto de partida y destino con claridad temática.",Puede aumentar costes por rodajes múltiples.",script_theory_extended,validated,"journey;odyssey;road_movie",0.8,1
THEME_LOVE_TRIANGLE,Love Triangle,Triángulo amoroso,THEME,romantic_theme,theme,"Tres personajes se ven atrapados en una dinámica romántica tripartita.","Generar conflicto emocional continuado y dilemas de elección.",first_plot_point;midpoint;second_plot_point,Intimate_dialogue;comic_relief,ROMANCE;DRAMA,DRAMEDY,3,2,naturalistic,light,"love;jealousy","self_vs_community",major,personal,relational,3,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"","PG-13",false,"Tema muy explotado; requiere matizar las tres posiciones para evitar clichés.","","Evitar que uno de los tres sea claramente 'descartable'; trabajar tensiones reales.",Presupuesto bajo; centrado en interpretación.",script_theory_extended,validated,"triangle;choice;jealousy",0.85,1
THEME_LOVERS_TAKE_A_BREAK,Lovers Take a Break,La pareja que se separa,THEME,romantic_theme;structural_theme,theme,"Una pareja decide separarse temporalmente.","Genera espacio para explorar identidad individual y dudas sobre la relación.",midpoint;second_plot_point,Intimate_dialogue;montage,ROMANCE;DRAMA,DRAMEDY,3,2,naturalistic,light,"sadness;hope","self_vs_community",major,personal,relational,2,20th_century;contemporary,MODERN_EUROPEAN_CITY;MODERN_AMERICAN_CITY,high,low,"","PG-13",false,"Tema común en comedias románticas modernas; útil para tercer acto de reconciliación o ruptura.",,"Definir reglas del 'break' y las tentaciones externas para dar carne dramática.",Presupuesto bajo.",script_theory_extended,validated,"breakup;pause;relationship",0.8,1
THEME_MOB_WAR,Mob War,Guerra entre bandas,THEME,social_theme;crime_theme,theme,"Bandas criminales se enfrentan por territorio o poder.","Elevar un conflicto local a guerra organizada; ideal para sagas de crimen.",first_plot_point;midpoint;second_plot_point;climax,action_setpiece;confrontation;montage,THRILLER;CRIME_DRAMA,DRAMA,4,4,naturalistic;heightened_stylized,none,"fear;pride","honesty_vs_corruption;self_vs_community",major,community;national,warfare;social,4,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,medium,medium,"violence","R",true,"Tema clásico en historias de mafia; requiere buena estructura de familias, alianzas y traiciones.","","Cuidar claridad de quién está contra quién en cada momento.",Presupuesto medio-alto; múltiples localizaciones y reparto amplio.",script_theory_extended,validated,"gang_war;mafia;crime",0.85,1
THEME_ONE_LAST_JOB,One Last Job,El último trabajo,THEME,structural_theme;character_theme,theme,"Alguien retirado acepta hacer un último trabajo.",,"Explorar tensión entre retiro y recaída; útil en heists y thrillers de acción.",first_plot_point;midpoint;climax,planning_sequence;action_setpiece,THRILLER;ACTION,CRIME_DRAMA,4,3,naturalistic;heightened_stylized,none,"regret;hope","duty_vs_desire",major,personal;community,internal;social,4,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"crime","PG-13;R",false,"Tema muy cinematográfico; aporta nostalgia y expectativas altas.","","Plantar desde el inicio por qué se retiró y qué lo hace volver; que el último trabajo tenga consecuencias reales.",Presupuesto medio-alto; secuencias de planificación y ejecución.",script_theory_extended,validated,"one_last_job;retired;heist",0.9,1
THEME_PROTAGONIST_PASSES_THE_TORCH,Protagonist Passes the Torch,El protagonista pasa el testigo,THEME,legacy_theme,theme,"Un protagonista cede su rol o responsabilidad a otra persona.","Cerrar ciclos y abrir nueva etapa; útil para finales de saga o historias de mentoría.",climax;epilogue,Intimate_dialogue;ceremony,DRAMA;FANTASY;SUPERHERO,COMING_OF_AGE,3,2,naturalistic;heightened_stylized,none,"pride;sadness","self_vs_community",major,personal;community,relational,3,variable,ANY_SETTING,high,low,"","PG-13",false,"Tema ideal para transiciones de franquicia o de liderazgo dentro de la historia.","","Visibilizar proceso de aprendizaje y selección de heredero; evitar transferencia arbitraria.",Presupuesto variable; funciona incluso en producciones modestas.",script_theory_extended,validated,"legacy;mentor;succession",0.9,1
THEME_PROTAGONIST_ROPED_BACK_IN,Protagonist Roped Back In,El retirado arrastrado de vuelta,THEME,structural_theme;character_theme,theme,"Alguien que se había retirado es obligado a volver al conflicto.","Combinar paz aparente con regreso forzado; base de muchos thrillers.",inciting_incident;first_plot_point;midpoint,Intimate_dialogue;confrontation;action_setpiece,THRILLER;ACTION,DRAMA,4,3,naturalistic;heightened_stylized,none,"frustration;resolve","duty_vs_desire",major,personal;community,internal;social,4,20th_century;contemporary,MODERN_AMERICAN_CITY;WW2_EUROPE,high,low,"","PG-13;R",false,"Tema muy eficaz para público: 'no quería volver pero no tiene elección'.","","Asegurar que la razón para volver sea fuerte y creíble (familia, amenaza global, culpa).",Presupuesto medio-alto; secuencias de reactivación.",script_theory_extended,validated,"pulled_back_in;retired;conflict",0.85,1
THEME_PROTECTING_THE_WITNESS,Protecting the Witness,Proteger al testigo,THEME,plot_theme,theme,"Personajes deben proteger a alguien que posee información crucial.","Establece eje claro de amenaza y objetivo; ideal para thrillers legales.",first_plot_point;midpoint;second_plot_point,action_setpiece;Intimate_dialogue,THRILLER;DRAMA,LEGAL_DRAMA,4,3,naturalistic,none,"fear;resolve","justice_vs_injustice;self_vs_community",major,personal;community,relational;institutional,4,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"","PG-13;R",false,"Tema funcional pero potente; se integra muy bien con personajes de policía, abogado o periodista.","","Cuidar el arco del propio testigo: no solo 'pakete', sino alguien con dilemas y evolución.",Presupuesto medio; persecuciones, escondites y juicios.",script_theory_extended,validated,"witness_protection;trial;threat",0.85,1
THEME_READJUSTING_TO_LIFE,Readjusting to Life,Reajustarse a la vida civil,THEME,character_theme;social_theme,theme,"Tras un conflicto extremo, alguien debe adaptarse de nuevo a la vida ordinaria.","Explorar trauma, identidad y desconexión; frecuente con veteranos y exdelincuentes.",setup;midpoint;climax,Intimate_dialogue;family_scene,DRAMA,DRAMEDY,4,3,naturalistic,none,"guilt;hope","hope_vs_despair;self_vs_community",major,personal;community,internal;social,3,20th_century;contemporary,MODERN_EUROPEAN_TOWN;MODERN_AMERICAN_TOWN,high,low,"","PG-13;R",true,"Tema profundo; invita a tono más contemplativo que espectacular.",,"Cuidar la relación entre protagonista y su entorno (familia, trabajo, comunidad).",Presupuesto bajo-medio; centrado en interpretación.",script_theory_extended,validated,"readjustment;veteran;post_conflict",0.8,1
THEME_SEARCH_KILLER,Search Killer,Búsqueda del asesino,THEME,plot_theme;investigation_theme,theme,"El eje de la historia es encontrar a un asesino concreto.","Sostiene thrillers y policiales clásicos; estructura investigación y revelación.",inciting_incident;first_plot_point;midpoint;second_plot_point;climax,investigation;revelation;confrontation,THRILLER;DETECTIVE,CRIME_DRAMA,4,4,naturalistic,none,"fear;curiosity","justice_vs_injustice",major,community;national,internal;social;institutional,4,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"violence","R",true,"Tema base de muchos procedimientos policíacos; requiere lógica de caso bien trabajada.","","Estructurar la investigación en pistas y falsos sospechosos coherentes.",Presupuesto medio; múltiples localizaciones y reparto amplio.",script_theory_extended,validated,"investigation;killer;case",0.9,1
THEME_SOCIAL_REJECTION,Social Rejection,Rechazo social,THEME,social_theme;character_theme,theme,"Un personaje sufre rechazo social persistente.","Explorar pertenencia, discriminación y autoestima; útil en dramas y coming of age.",setup;midpoint;climax,Intimate_dialogue;confrontation,DRAMA,DRAMEDY,4,3,naturalistic,none,"loneliness;hope","self_vs_community",major,personal;community,internal;social,3,20th_century;contemporary,MODERN_EUROPEAN_TOWN;MODERN_AMERICAN_TOWN,high,low,"","PG-13",false,"Tema muy valioso; hay que evitar explotarlo sin ofrecer caminos de agencia o dignidad.",,"Cuidar representación de grupos que marginan para no caer en simplificaciones.",Presupuesto bajo; centrado en interpretación.",script_theory_extended,validated,"outcast;bullying;identity",0.85,1
THEME_SPY_GAMES,Spy Games,Juegos de espionaje,THEME,plot_theme;political_theme,theme,"La trama gira alrededor de maniobras de espionaje, traiciones y dobles agentes.","Permite alta intriga, tensión y juego de información.",first_plot_point;midpoint;second_plot_point;climax,investigation;revelation;action_setpiece,THRILLER;ACTION,SPY_GENRE,4,3,heightened_stylized,none,"fear;excitement","honesty_vs_corruption;freedom_vs_oppression",major,national;global,institutional;warfare,4,20th_century;near_future,MOD
THEME_SPY_GAMES,Spy Games,Juegos de espionaje,THEME,plot_theme;political_theme,theme,"La trama gira alrededor de maniobras de espionaje, traiciones y dobles agentes.","Permite alta intriga, tensión y juego de información con cambios de lealtad.",first_plot_point;midpoint;second_plot_point;climax,investigation;revelation;action_setpiece,THRILLER;ACTION,SPY_GENRE,4,3,heightened_stylized,none,"fear;excitement","honesty_vs_corruption;freedom_vs_oppression",major,national;global,institutional;warfare,4,20th_century;near_future,MODERN_AMERICAN_CITY;DYSTOPIAN_FUTURISTIC_CITY,medium,medium,"","PG-13;R",false,"Tema base del cine de espías; requiere claridad en el mapa de relaciones y organizaciones.","","Planear bien quién sabe qué en cada momento para evitar confusión o deus ex machina.",Presupuesto medio-alto; varias localizaciones, gadgets y secuencias de acción.,script_theory_extended,validated,"espionage;double_agent;intrigue",0.9,1
THEME_STRUGGLE_FOR_BETTER_LIFE,Struggle for Better Life,Lucha por una vida mejor,THEME,social_theme;character_theme,theme,"Personajes luchan por mejorar sus condiciones de vida.","Sostiene dramas sociales, migratorios y de clase.",setup;first_plot_point;midpoint;climax,Intimate_dialogue;montage,DRAMA,DRAMEDY,4,3,naturalistic,none,"hope;frustration","freedom_vs_oppression;self_vs_community",major,personal;community,internal;social,3,20th_century;contemporary,MODERN_AMERICAN_TOWN;MODERN_EUROPEAN_TOWN,high,low,"","PG-13",false,"Tema fundamental para cine social y de personajes; conecta con público amplio.","","Evitar moralejas simplistas; mostrar complejidad de la movilidad social.",Presupuesto bajo-medio; localizaciones realistas.,script_theory_extended,validated,"social_climb;poverty;aspiration",0.85,1
THEME_STRUGGLE_FOR_POWER,Struggle for Power,Lucha por el poder,THEME,political_theme;character_theme,theme,"Individuos o grupos compiten por obtener o mantener poder.","Eje central en dramas políticos, mafiosos y fantasía épica.",first_plot_point;midpoint;second_plot_point;climax,confrontation;revelation;Intimate_dialogue,DRAMA;THRILLER;FANTASY,CRIME_DRAMA,4,4,naturalistic;heightened_stylized,none,"pride;fear","self_vs_community;honesty_vs_corruption",major,community;national,warfare;social;institutional,4,ancient;middle_ages;20th_century;near_future,ANCIENT_ROME;MIDDLE_AGES;DYSTOPIAN_FUTURISTIC_CITY,medium,medium,"","PG-13;R",false,"Tema clásico de 'tronos y despachos'; da estructura clara de ascensos y caídas.","","Definir reglas de poder (legal, simbólico, militar) y cómo se ganan o pierden.",Presupuesto medio-alto; sets institucionales y posible escala bélica.,script_theory_extended,validated,"power_struggle;politics;succession",0.9,1
THEME_SURVIVING_IN_WARTIME,Surviving in Wartime,Sobrevivir en tiempos de guerra,THEME,war_theme;character_theme,theme,"Personajes intentan sobrevivir a un conflicto bélico más que ganarlo.","Traslada foco del combate al impacto humano cotidiano.",setup;midpoint;climax,survival_sequence;Intimate_dialogue,DRAMA;WAR,THRILLER,4,4,naturalistic,none,"fear;hope","hope_vs_despair;self_vs_community",major,personal;community,warfare;social,4,20th_century,GREAT_WAR;WW2_EUROPE;WW2_AFRICA,medium,medium,"war","R",true,"Tema profundo; útil para historias centradas en civiles o soldados agotados.","","Cuidar equilibrio entre horror y momentos de humanidad para evitar saturación.",Presupuesto medio-alto; extras y localizaciones de guerra.,script_theory_extended,validated,"wartime;civilian;survival",0.85,1
THEME_TREASURE_HUNT,Treasure Hunt,Búsqueda del tesoro,THEME,adventure_theme;plot_theme,theme,"Personajes emprenden búsqueda de un tesoro físico o simbólico.","Ofrece estructura de objetivo y pistas; ideal para aventuras familiares.",first_plot_point;midpoint;second_plot_point;climax,exploration;action_setpiece;revelation,ADVENTURE;FANTASY,COMEDY,3,2,heightened_stylized,light,"curiosity;excitement","self_vs_community",minor;major,community;global,exploration;social,3,ancient;fantasy;20th_century,FANTASY_KINGDOM;ANCIENT_EGYPT;CARIBBEAN,medium,medium,"","PG-13",false,"Tema muy apto para público familiar; se presta a puzzles, mapas y personajes pintorescos.","","Usar el tesoro como metáfora (familia, memoria, perdón) para dar profundidad al final.",Presupuesto medio-alto; variedad de localizaciones de aventura.,script_theory_extended,validated,"treasure;quest;adventure",0.9,1
THEME_UNIFORM_HEROISM,Uniform Heroism,Heroísmo uniformado,THEME,war_theme;moral_theme,theme,"Personajes en uniforme (militar, policial, sanitario) actúan heroicamente.","Visibiliza sacrificios y dilemas de profesiones de servicio.",first_plot_point;midpoint;climax,action_setpiece;Intimate_dialogue,WAR;DRAMA;THRILLER,CRIME_DRAMA,4,3,naturalistic;heightened_stylized,none,"fear;pride","duty_vs_desire;self_vs_community",major,community;national,warfare;institutional,4,20th_century;contemporary,GREAT_WAR;WW2_EUROPE;MODERN_AMERICAN_CITY,medium,medium,"war","PG-13;R",true,"Tema muy usado en cine patriótico y dramas de servicios públicos.","","Cuidar representación realista de instituciones sin idealización total ni cinismo extremo.",Presupuesto medio-alto; depende del tipo de acciones heroicas.",script_theory_extended,validated,"uniform;service;heroism",0.8,1
THEME_UNREQUITED_LOVE,Unrequited Love,Amor no correspondido,THEME,romantic_theme;character_theme,theme,"Un personaje ama a otro que no le corresponde.","Explorar deseo, dolor y madurez emocional; ideal para dramas y romances.",setup;midpoint;climax,Intimate_dialogue;montage,ROMANCE;DRAMA,DRAMEDY,3,3,naturalistic,none,"love;sadness","self_vs_community",major,personal,internal;relational,2,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"","PG-13",false,"Tema muy universal; requiere cuidar la dignidad tanto del que ama como del que no responde.","","Evitar convertir al no correspondido en obsesivo sin matices; dejar espacio a crecimiento personal.",Presupuesto bajo; centrado en interpretación.",script_theory_extended,validated,"unrequited;melancholy;growth",0.85,1
THEME_WAR_IS_HELL,War Is Hell,La guerra es un infierno,THEME,war_theme;moral_theme,theme,"La guerra se presenta como experiencia devastadora más que gloriosa.","Ofrece lectura crítica sobre conflicto armado y sus consecuencias.",setup;midpoint;climax,battle;survival_sequence;Intimate_dialogue,WAR;DRAMA,THRILLER,5,5,naturalistic,none,"fear;despair","hope_vs_despair;freedom_vs_oppression",major,community;national,warfare;social,4,20th_century,GREAT_WAR;WW2_EUROPE;WW2_PACIFIC,medium,medium,"war","R",true,"Tema asociado a películas bélicas serias (anti-bélicas); exige tratamiento ético cuidado.","","Mostrar no solo horrores físicos sino rupturas morales y sociales.",Presupuesto medio-alto; recreación bélica rica.",script_theory_extended,validated,"antiwar;horror_of_war;critique",0.85,1
THEME_WINNING_THE_BELOVED,Winning the Beloved,Conquistar al amado,THEME,romantic_theme,theme,"El objetivo principal es conquistar románticamente a alguien.","Sostiene comedias y romances clásicos de 'ganar el amor'.",first_plot_point;midpoint;climax,Intimate_dialogue;comic_relief,ROMANCE;COMEDY,DRAMEDY,2,1,naturalistic,light,"love;joy","self_vs_community",major,personal,relational,2,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"","PG-13",false,"Tema sencillo y comercial; conviene evitar elaboración de 'conquista' como manipulación.",,"Trabajar consentimiento, reciprocidad y evolución mutua de los personajes.",Presupuesto bajo; centrado en química y situaciones.",script_theory_extended,validated,"pursuit;romantic_goal;happy_ending",0.9,1
THEME_WRONGFULLY_ACCUSED,Wrongfully Accused,Acusado injustamente,THEME,plot_theme;moral_theme,theme,"Un personaje es acusado de algo que no ha hecho.","Motor para thrillers judiciales y dramas de sistema injusto.",inciting_incident;first_plot_point;midpoint;climax,investigation;trial_scene;confrontation,THRILLER;DRAMA,LEGAL_DRAMA,4,3,naturalistic,none,"fear;indignation","justice_vs_injustice",major,personal;community,internal;institutional,4,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"","PG-13;R",true,"Tema que genera empatía fuerte; exige diseño sólido de pruebas, trampas y resoluciones.",,"Evitar deus ex machina; la limpieza del nombre debe venir de acciones y descubrimientos concretos.",Presupuesto medio; juzgados, cárceles y localizaciones urbanas.",script_theory_extended,validated,"false_accusation;trial;system",0.9,1
THEME_CATCHY_ONE_LINERS,Catchy One-Liners,Frases memorables,THEME,tone_device;dialogue_style,theme,"La historia se apoya en frases cortas y memorables del protagonista o secundarios.","Reforzar branding de personajes y dar momentos quotables; útil en acción, comedia y blockbuster.",setup;midpoint;climax,Intimate_dialogue;comic_relief;confrontation,ACTION;COMEDY;THRILLER,DRAMEDY,2,2,heightened_stylized,light,"joy;pride","self_vs_community",minor,personal;community,relational,2,20th_century;contemporary,ANY_SETTING,high,low,"","PG-13",false,"Recurso de estilo más que de estructura; funciona mejor si las frases nacen orgánicamente de carácter y situación.","","Evitar sobrecargar el guion con líneas 'ingeniosas' que rompan verosimilitud o tono serio.",Impacto en tiempo de escritura y marketing más que en producción física.,script_theory_extended,validated,"one_liner;catchphrase;dialogue_style",0.7,1
THEME_HIGHBROW_HUMOR,Highbrow Humor,Humor intelectual,THEME,tone_device;humor_style,theme,"El humor se basa en referencias culturales, juegos de lenguaje y sutilezas.","Añadir sofisticación y capas de lectura; más típico de dramas con humor, comedias de autor y sátiras.",setup;midpoint,Intimate_dialogue;comic_relief,COMEDY;DRAMA,DRAMEDY,3,2,naturalistic,light,"joy;curiosity","self_vs_community",minor,personal;community,relational,2,20th_century;contemporary,MODERN_EUROPEAN_CITY;MODERN_AMERICAN_CITY,high,low,"","PG-13",false,"Aporta personalidad distintiva; exige público dispuesto a seguir referencias y subtexto.","","Cuidar que el humor no excluya en exceso; equilibrar chistes internos con momentos accesibles.",Sin impacto fuerte de producción; depende del trabajo de guion y casting.,script_theory_extended,validated,"highbrow;witty;dialogue_humor",0.65,1
