id,english_name,spanish_name,category,subtype,role_in_story,logline_usage,dramatic_function,arc_phase_affinity,scene_type_affinity,primary_genres,secondary_genres,tone_seriousness,tone_darkness,tone_stylization,humor_presence,emotional_core,moral_axis,character_change_potential,narrative_scale,conflict_type,stakes_level,default_periods,default_settings,period_flexibility,worldbuilding_requirement,sensitivity_tags,rating_floor,hays_code_relevant,professional_notes,examples_reference,script_usage_notes,production_implications,source,curation_status,tags_engine,priority_for_generation,version
EVIL_WITCH,Evil Witch,Bruja malvada,ANTAGONIST,supernatural_enemy,antagonist,"Una bruja usa poderes mágicos de forma destructiva o manipuladora.","Combinar amenaza sobrenatural con manipulación psicológica; útil en horror y cuentos oscuros.",inciting_incident;midpoint;climax,supernatural_event;confrontation;Intimate_dialogue,HORROR;FANTASY,THRILLER,4,4,heightened_stylized,none,"fear;hatred","freedom_vs_oppression;self_vs_community",major,community,supernatural;social,4,ancient;middle_ages;fantasy,ANCIENT_EUROPE;MIDDLE_AGES;FANTASY_KINGDOM,medium,high,"violence","PG-13;R",true,"Recurso clásico; conviene evitar clichés misóginos y simplistas en su representación.","","Anclarla en conflictos personales (celos, poder, exclusión) para darle profundidad.",FX moderados y maquillaje/prostéticos; presupuesto medio.,script_theory_extended,validated,"witch;magic;folklore",0.7,1
HEARTLESS_BUREAUCRAT,Heartless Bureaucrat,Burócrata cruel,ANTAGONIST,institutional_enemy,antagonist,"Un burócrata aplica reglas con absoluta indiferencia al sufrimiento humano.","Ofrecer antagonismo frío que representa sistemas deshumanizados.",midpoint;second_plot_point;climax,confrontation;Intimate_dialogue,DRAMA,DRAMEDY,4,2,naturalistic,none,"frustration;resentment","self_vs_community;freedom_vs_oppression",minor;major,community,institutional;social,3,20th_century;contemporary,MODERN_EUROPEAN_CITY;MODERN_AMERICAN_CITY,high,low,"","PG-13",false,"Funciona muy bien en relatos realistas y sátiras sobre administración pública o corporativa.","","Cuidado con exagerarlo: un antagonista demasiado caricaturesco puede romper el tono realista.","Presupuesto bajo; decorados de oficina y documentación visual mínima.",script_theory_extended,validated,"bureaucracy;system;cold_antagonist",0.75,1
MAD_SCIENTIST,Mad Scientist,Científico loco,ANTAGONIST,scientist_villain,antagonist,"Un científico traspasa límites éticos en aras del conocimiento o poder.","Permite explorar consecuencias del progreso sin control y debates éticos.",inciting_incident;midpoint;climax,lab_scene;revelation;confrontation,SCIENCE_FICTION;HORROR,THRILLER,4,4,heightened_stylized,none,"pride;obsession","honesty_vs_corruption;self_vs_community",major,community;global,supernatural;institutional,4,19th_century;20th_century;near_future,VICTORIAN_ENGLAND;MODERN_AMERICAN_CITY;SPACE,medium,medium,"violence","PG-13;R",true,"Villano clásico de sci-fi y terror; necesita motivaciones claras (reconocimiento, miedo, deseo de control).","","Hacer que sus experimentos afecten directamente a personajes cercanos para subir stakes.","Requiere decorados de laboratorio y FX; presupuesto medio.",script_theory_extended,validated,"science;ethics;experiment_gone_wrong",0.8,1
MURDERER,Murderer,Asesino,ANTAGONIST,grounded_criminal,antagonist,"Un individuo comete asesinatos que afectan al protagonista o comunidad.","Genera conflicto de vida o muerte; base para thrillers y policiales.",inciting_incident;first_plot_point;midpoint;climax,confrontation;investigation;survival_sequence,THRILLER;DETECTIVE,HORROR,4,4,naturalistic,none,"fear;anger","justice_vs_injustice",major,personal;community,warfare;social,4,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"violence","R",true,"Antagonista directo; conviene definir patrón, motivación y relación con protagonista.","","Cuidar el tratamiento de violencia para evitar explotación gratuita.","Presupuesto bajo-medio; rodajes urbanos y FX de sangre moderados.",script_theory_extended,validated,"murder;serial;crime",0.8,1
OLD_FRIEND_ENEMY,Old Friend Enemy,Amigo convertido en enemigo,ANTAGONIST,personal_nemesis,antagonist,"Un antiguo amigo se convierte en antagonista por traición o cambio de valores.","Añade profundidad emocional al conflicto y complejiza la posición del protagonista.",midpoint;second_plot_point;climax,Intimate_dialogue;confrontation,DRAMA;THRILLER,DRAMEDY,4,3,naturalistic,none,"sadness;anger","self_vs_community;honesty_vs_corruption",major,personal;community,relational;social,4,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"","PG-13",false,"Antagonista muy útil para historias centradas en lealtad y traición.","","Mostrar bien la historia compartida y los puntos clave donde se separaron sus caminos.",Presupuesto bajo; centrado en diálogos y escenas comparativas pasado/presente.,script_theory_extended,validated,"friendship;betrayal;personal_conflict",0.85,1
PATRIARCH,Patriarch,Patriarca opresor,ANTAGONIST,familial_enemy,antagonist,"Un patriarca ejerce control opresivo sobre familia o comunidad.","Ilustra conflictos generacionales, de género y poder doméstico.",setup;midpoint;second_plot_point;climax,Intimate_dialogue;family_scene;confrontation,DRAMA,HISTORICAL;DRAMEDY,4,3,naturalistic,none,"resentment;fear","freedom_vs_oppression;self_vs_community",major,personal;family,relational;social,3,19th_century;20th_century;contemporary,VICTORIAN_ENGLAND;MODERN_EUROPEAN_TOWN,high,medium,"","PG-13",false,"Antagonista frecuente en dramas familiares; requiere matices para no ser plano.","","Trabajar momentos donde muestra humanidad para evitar caricatura unidimensional.",Presupuesto bajo; localizaciones domésticas y reparto limitado.,script_theory_extended,validated,"family;patriarchy;generations",0.75,1
PIRATE,Pirate Antagonist,Pirata antagonista,ANTAGONIST,antihero_enemy,antagonist,"Un pirata se opone directamente a los objetivos del protagonista.","Combina acción marítima con conflicto de moralidad y lealtad.",first_plot_point;midpoint;climax,action_setpiece;confrontation,ADVENTURE;ACTION,FANTASY,4,3,heightened_stylized,light,"excitement;anger","law_vs_crime;freedom_vs_oppression",major,community;global,warfare;social,4,17th_century;fantasy,CARIBBEAN;TROPICAL_ISLAND;FANTASY_KINGDOM,medium,high,"violence","PG-13;R",true,"Villano clásico complementario al héroe marítimo o al corsario 'legal'.","","Dar conflictos internos (tripulación, códigos) para enriquecer su antagonismo.",Requiere ambiente marítimo y acción; presupuesto alto.,script_theory_extended,validated,"pirate;sea;villain",0.75,1
REBELS,Rebels,Rebeldes,ANTAGONIST;SUPPORTING,collective_enemy,antagonist;"supporting","Un grupo rebelde se opone al orden establecido, según el punto de vista del relato.","Permite jugar con ambigüedad moral: héroes para unos, villanos para otros.",first_plot_point;midpoint;climax,battle;confrontation;montage,WAR;DRAMA;SCIENCE_FICTION,THRILLER,4,3,naturalistic;heightened_stylized,none,"hope;anger","freedom_vs_oppression;self_vs_community",major,community;national,warfare;social,4,near_future;far_future;historical,DYSTOPIAN_FUTURISTIC_CITY;SPACE;AMERICAN_CIVIL_WAR,medium,medium,"war","PG-13;R",true,"Útiles para relatos políticos y distópicos; su valoración moral depende de la ideología representada.","","Clarificar el punto de vista de cámara (con ellos/en contra) sin perder complejidad.",Producción variable según escala de conflicto; de media a alta.,script_theory_extended,validated,"rebellion;resistance;politics",0.8,1
ROBOT,Robot,Robot rebelde,ANTAGONIST,tech_enemy,antagonist,"Una máquina o sistema de IA se rebela contra sus creadores o usuarios.","Explorar conflicto humano-tecnología y dilemas sobre autonomía de sistemas.","inciting_incident;midpoint;climax,action_setpiece;survival_sequence;revelation,SCIENCE_FICTION;THRILLER,HORROR,4,4,heightened_stylized,none,"fear;curiosity","freedom_vs_oppression;self_vs_community",major,community;national;global,institutional;warfare;supernatural,4,near_future;far_future,DYSTOPIAN_FUTURISTIC_CITY;SPACE,medium,high,"violence","PG-13;R",true,"Antagonista contemporáneo relevante; requiere definir grado de conciencia y responsabilidad.","","Decidir si la culpa recae en la máquina o en quienes la diseñaron y cómo se plantea en diálogos.",FX y diseño de props/entornos tecnológicos; presupuesto medio-alto.,script_theory_extended,validated,"ai;robot;tech_conflict",0.85,1
RULE_ENFORCER,Rule Enforcer,Guardián de normas,ANTAGONIST,institutional_enemy,antagonist,"Un personaje hace cumplir un conjunto de reglas de forma implacable.","Sirve para representar rigidez del sistema frente a flexibilidad necesaria del protagonista.",midpoint;second_plot_point;climax,confrontation;Intimate_dialogue,DRAMA;THRILLER,POLITICAL_DRAMA,4,2,naturalistic,none,"frustration;fear","self_vs_community;freedom_vs_oppression",minor;major,community,institutional;social,3,20th_century;contemporary,MODERN_EUROPEAN_CITY;MODERN_AMERICAN_CITY,high,low,"","PG-13",false,"Antagonista funcional que encarna reglas más que deseos personales; útil en historias de regulación extrema.","","Mostrar momentos donde se cuestiona internamente para dar profundidad si va a tener evolución.",Presupuesto bajo; localizaciones institucionales y diálogos.",script_theory_extended,validated,"rules;system;authority",0.75,1
SERIAL_KILLER,Serial Killer,Asesino en serie,ANTAGONIST,grounded_criminal,antagonist,"Un asesino comete múltiples crímenes siguiendo patrones específicos.","Base de muchos thrillers psicológicos y policiales; genera miedo sostenido.",inciting_incident;first_plot_point;midpoint;climax,investigation;survival_sequence;confrontation,THRILLER;HORROR,CRIME_DRAMA,5,5,naturalistic,none,"fear;revulsion","justice_vs_injustice",major,community;national,warfare;social,5,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"violence","R",true,"Antagonista muy sensible; requiere tratamiento responsable del horror y víctimas.","","Evitar glamurizar al asesino; centrar empatía en víctimas y protagonistas.","FX de violencia, ambientación tensa y ritmo cuidado; presupuesto medio.",script_theory_extended,validated,"serial_killer;psychological;crime",0.85,1
TRIBAL_CHIEF,Tribal Chief,Jefe tribal,ANTAGONIST;SUPPORTING,familial_enemy;collective_enemy,antagonist;"supporting","Un líder tribal se opone al protagonista o a fuerzas externas desde su posición de autoridad.","Representa intereses colectivos en conflictos culturales; puede ser antagonista o aliado severo.",first_plot_point;midpoint;climax,Intimate_dialogue;confrontation;ritual_scene,HISTORICAL;FANTASY,DRAMA,4,3,naturalistic;heightened_stylized,none,"pride;fear","self_vs_community;freedom_vs_oppression",major,community,relational;social,3,ancient;middle_ages;fantasy,ANCIENT_EGYPT;FEUDAL_JAPAN;FANTASY_KINGDOM,medium,medium,"","PG-13",false,"Figura de autoridad cultural; exige documentación y respeto a culturas reales si se inspira en ellas.","","Evitar tratarlo como caricatura exótica; trabajar su lógica interna y responsabilidad hacia el grupo.",Requiere cuidado en casting y diseño de arte; presupuesto medio.",script_theory_extended,validated,"tribe;leader;culture",0.7,1
TYRANT,Tyrant,Tirano,ANTAGONIST,macro_villain,antagonist,"Un tirano controla con mano de hierro un reino, país o institución.","Antagonista claro en relatos épicos o políticos; simboliza opresión sistemática.",first_plot_point;midpoint;climax,confrontation;battle;Intimate_dialogue,FANTASY;HISTORICAL;DRAMA,WAR,4,4,heightened_stylized,none,"fear;hatred","freedom_vs_oppression;justice_vs_injustice",major,community;national,warfare;institutional,4,ancient;middle_ages;20th_century,ANCIENT_ROME;MIDDLE_AGES;DYSTOPIAN_FUTURISTIC_CITY,medium,high,"war","PG-13;R",true,"Villano arquetípico; conviene darle motivaciones más complejas que simple deseo de poder para evitar cliché.","","Mostrar sus mecanismos de control (propaganda, terror, burocracia) para dar textura al mundo.","Producción de escala grande; palacios, ejércitos, aparatos represivos.",script_theory_extended,validated,"tyrant;dictator;oppression",0.85,1
UNDEAD,Undead,No muertos,ANTAGONIST,monster_collective,antagonist,"Criaturas reanimadas amenazan a vivos en masa.","Elemento central en horror de zombies y fantasía oscura.",inciting_incident;midpoint;climax,survival_sequence;battle,HORROR;FANTASY,THRILLER,4,4,heightened_stylized,none,"fear;disgust","self_vs_community",major,community;global,supernatural;warfare,4,fantasy;near_future,FANTASY_KINGDOM;DYSTOPIAN_FUTURISTIC_CITY,medium,high,"violence","R",true,"Perfectos para relatos de asedio, supervivencia y crítica social (consumo, deshumanización).","","Definir reglas de infección, movimiento y vulnerabilidades para coherencia.",FX, maquillaje y extras numerosos; presupuesto medio-alto.",script_theory_extended,validated,"zombies;undead;apocalypse",0.8,1
VAMPIRE,Vampire,Vampiro,ANTAGONIST,monster;seductive_enemy,antagonist;"supporting","Un vampiro depredador seduce y destruye a sus víctimas.","Combina peligro físico con carga erótica/simbólica; útil en horror y romance oscuro.",inciting_incident;midpoint;climax,Intimate_dialogue;confrontation;seduction_scene,HORROR;ROMANCE,THRILLER,4,4,heightened_stylized,light,"desire;fear","self_vs_community;freedom_vs_oppression",major,personal;community,supernatural;relational,4,18th_century;19th_century;fantasy,VICTORIAN_ENGLAND;FANTASY_KINGDOM,medium,high,"violence;sexual_content","R",true,"Figura muy codificada; conviene decidir si se usará de forma clásica o subversiva.","","Trabajar bien la metáfora que encarna (enfermedad, deseo, poder) para coherencia temática.",FX moderados, maquillaje y posible rodaje nocturno; presupuesto medio.",script_theory_extended,validated,"vampire;gothic;erotic_horror",0.8,1
VENGEFUL_SPIRIT,Vengeful Spirit,Espíritu vengativo,ANTAGONIST,supernatural_enemy,antagonist,"Un espíritu reclama justicia o venganza por una injusticia pasada.","Elemento central en horror sobrenatural y dramas de culpa colectiva.",inciting_incident;midpoint;climax,supernatural_event;revelation;confrontation,HORROR;DRAMA,THRILLER,4,4,heightened_stylized,none,"fear;grief","justice_vs_injustice;hope_vs_despair",major,personal;community,supernatural;relational,4,ancient;20th_century;contemporary,ANCIENT_ASIA;MODERN_EUROPEAN_CITY,medium,medium,"violence","PG-13;R",true,"Antagonista que además puede funcionar como 'víctima' de injusticia; requiere equilibrio entre miedo y empatía.","","Revelar progresivamente el origen de la venganza y ofrecer opciones de resolución (exorcismo, reparación, sacrificio).",FX de apariciones, sonido y luz; presupuesto medio.,script_theory_extended,validated,"ghost;revenge;guilt",0.8,1
WAR_CRIMINAL,War Criminal,Criminal de guerra,ANTAGONIST,macro_villain,antagonist,"Un responsable directo de atrocidades bélicas enfrenta juicios o venganza.","Permite tratar justicia internacional, memoria histórica y trauma colectivo.",midpoint;second_plot_point;climax,confrontation;trial_scene,DRAMA;WAR,POLITICAL_DRAMA,4,4,naturalistic,none,"anger;grief","justice_vs_injustice;freedom_vs_oppression",major,national;global,institutional;warfare,4,20th_century,GREAT_WAR;WW2_EUROPE,low,medium,"war","R",true,"Antagonista serio y delicado; requiere documentación histórica y respeto a víctimas reales.","","Evitar ficcionalizar hechos sensibles sin cuidado; trabajar con asesoría si se inspira en casos reales.",Presupuesto medio; decorados de tribunales, archivos, posibles flashbacks bélicos.",script_theory_extended,validated,"war_crimes;justice;tribunal",0.8,1
