id,english_name,spanish_name,category,subtype,role_in_story,logline_usage,dramatic_function,arc_phase_affinity,scene_type_affinity,primary_genres,secondary_genres,tone_seriousness,tone_darkness,tone_stylization,humor_presence,emotional_core,moral_axis,character_change_potential,narrative_scale,conflict_type,stakes_level,default_periods,default_settings,period_flexibility,worldbuilding_requirement,sensitivity_tags,rating_floor,hays_code_relevant,professional_notes,examples_reference,script_usage_notes,production_implications,source,curation_status,tags_engine,priority_for_generation,version
MENTOR,Mentor,Mentor,SUPPORTING_CHARACTER,guide;sage,supporting,"Una figura experimentada guía al protagonista con consejos, entrenamiento o advertencias.","Funcionar como soporte del arco del protagonista y como portador de sabiduría o experiencia.",setup;first_plot_point;midpoint,Intimate_dialogue;training_sequence,DRAMA;FANTASY;ADVENTURE,COMING_OF_AGE,3,2,naturalistic;heightened_stylized,light,"hope;regret","self_vs_community",major,personal;community,relational,3,ancient;middle_ages;20th_century;contemporary,ANCIENT_GREECE;MIDDLE_AGES;MODERN_EUROPEAN_CITY,high,medium,"","PG-13",false,"Elemento estructural en relatos de aprendizaje; su posible muerte puede catalizar cambio en el protagonista.","","Definir su propia historia y por qué decide implicarse; evitar que sea solo 'dispensador de consejos'.","Presupuesto variable; se apoya en interpretación y escenas de diálogo clave.",script_theory_extended,validated,"mentor;guide;teacher",0.9,1
MYSTERIOUS_GUIDE,Mysterious Guide,Guía misterioso,SUPPORTING_CHARACTER,guide;trickster,supporting,"Un guía de motivaciones y naturaleza ambiguas orienta al protagonista.","Aportar misterio y ambigüedad; puede descubrirse aliado o traidor.",first_plot_point;midpoint;second_plot_point,Intimate_dialogue;revelation,FANTASY;THRILLER,ADVENTURE,3,3,heightened_stylized,none,"curiosity;fear","self_vs_community",major,personal;community,relational;supernatural,3,ancient;fantasy;near_future,FANTASY_KINGDOM;SPACE,medium,medium,"","PG-13",false,"Buen recurso para mantener tensión sobre quién está realmente del lado del protagonista.","","Planear con antelación si su arco termina en sacrificio, traición o revelación de identidad.",Presupuesto bajo-medio; puesta en escena y actuación intensas.",script_theory_extended,validated,"guide;mysterious;potential_traitor",0.8,1
PARENT_FIGURE,Parent Figure,Figura parental,SUPPORTING_CHARACTER,family_ally;sage,supporting,"Una figura parental sostiene, limita o impulsa al protagonista.","Encarnar raíces, expectativas y conflictos generacionales.",setup;midpoint;climax,Intimate_dialogue;family_scene,DRAMA,DRAMEDY,4,3,naturalistic,none,"love;frustration","self_vs_community",major,personal;family,relational,3,20th_century;contemporary,MODERN_EUROPEAN_TOWN;MODERN_AMERICAN_TOWN,high,low,"","PG-13",false,"Secundario clave en coming of age y dramas familiares; puede evolucionar con el protagonista.","","Mostrar tanto sus miedos como sus esperanzas para evitar que sea solo figura de oposición.",Presupuesto bajo; localizaciones domésticas.",script_theory_extended,validated,"parent;family;support",0.8,1
PATRIARCH,Patriarch,Patriarca familiar,SUPPORTING_CHARACTER,family_antagonist;sage,supporting;"antagonist","Un patriarca gobierna la dinámica familiar desde una posición de autoridad rígida.","Introducir conflictos de rol, género y poder dentro de la familia.",setup;midpoint;climax,Intimate_dialogue;family_scene;confrontation,DRAMA,HISTORICAL,4,3,naturalistic,none,"pride;fear","freedom_vs_oppression;self_vs_community",major,personal;family,relational;social,3,19th_century;20th_century;contemporary,VICTORIAN_ENGLAND;MODERN_EUROPEAN_TOWN,high,medium,"","PG-13",false,"Puede servir como antagonista íntimo o figura que finalmente cede y evoluciona.","","Evitar caricatura; darle lógica interna (protección, tradición, miedo al cambio).","Presupuesto bajo; rodajes en interiores familiares.",script_theory_extended,validated,"patriarch;family;conflict",0.75,1
RIVAL,Rival,Rival,SUPPORTING_CHARACTER,competitor,supporting;"antagonist","Un competidor se enfrenta al protagonista en objetivos similares.","Generar tensión competitiva y dar contraste de carácter.",first_plot_point;midpoint;climax,confrontation;comic_relief;Intimate_dialogue,DRAMA;COMEDY;SPORTS,DRAMEDY,3,2,naturalistic,light,"jealousy;pride","self_vs_community",major,personal;community,relational;social,3,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"","PG-13",false,"Muy útil en historias deportivas, profesionales o académicas.","","Mostrar similitudes entre protagonista y rival para reforzar espejo dramático.",Presupuesto bajo-medio según entorno competitivo.",script_theory_extended,validated,"rivalry;competition;mirror",0.8,1
SHERIFF,Sheriff (Supporting),Alguacil,SUPPORTING_CHARACTER,authority_figure,supporting;"antagonist","Un alguacil actúa como autoridad local respecto al protagonista.","Introduce dimensión legal y de orden en conflictos de pueblo o comunidad.",first_plot_point;midpoint,confrontation;Intimate_dialogue,WESTERN;DRAMA,THRILLER,4,3,naturalistic;heightened_stylized,light,"fear;responsibility","justice_vs_injustice",minor;major,community,relational;institutional,3,19th_century;20th_century;contemporary,WILD_WEST;MODERN_AMERICAN_TOWN,medium,medium,"","PG-13",true,"Figura que puede ser aliada o adversaria según la moral de la historia.","","Clarificar su alineamiento con ley vs justicia; puede cambiar de bando.",Presupuesto medio; localizaciones de pueblo.",script_theory_extended,validated,"lawman;small_town;authority",0.7,1
SIDEKICK,Sidekick,Compañero leal,SUPPORTING_CHARACTER,ally;swing_character,supporting,"Un compañero cercano al protagonista le aporta apoyo práctico y emocional.","Ofrecer contrapunto cómico, técnico o emocional; reforzar arco del protagonista.",setup;midpoint;climax,comic_relief;confrontation,ADVENTURE;COMEDY;SUPERHERO,DRAMEDY,3,2,naturalistic;heightened_stylized,light,"loyalty;joy","self_vs_community",minor;major,personal;community,relational,3,20th_century;contemporary;fantasy,MODERN_AMERICAN_CITY;FANTASY_KINGDOM,high,low,"","PG-13",false,"Elemento de diseño clásico; su destino puede servir de catalizador para el protagonista.","","Darle habilidades o rasgos propios para que no sea solo 'eco' del protagonista.",Presupuesto variable; se apoya en química y presencia en escenas clave.",script_theory_extended,validated,"sidekick;ally;comic_relief",0.9,1
STEPCHILD,Stepchild,Hijastro,SUPPORTING_CHARACTER,family_member,supporting,"Un hijastro representa tensiones en familias reconstituidas.","Explorar temas de pertenencia, rechazo y adaptación en dinámicas familiares complejas.",setup;midpoint;climax,Intimate_dialogue;family_scene,DRAMA,DRAMEDY,4,3,naturalistic,none,"loneliness;hope","self_vs_community",major,personal;family,relational,3,20th_century;contemporary,MODERN_EUROPEAN_TOWN;MODERN_AMERICAN_TOWN,high,low,"","PG-13",false,"Secundario clave en historias sobre divorcio y nuevas parejas; puede tener arco propio de aceptación.","","Mostrar sus miedos y deseos de pertenencia, evitando estereotipos de 'problemático' por defecto.",Presupuesto bajo; se apoya en interpretación joven.",script_theory_extended,validated,"stepfamily;identity;belonging",0.7,1
STEPPARENT,Stepparent,Padrastro/madrastra,SUPPORTING_CHARACTER,family_member;swing_character,supporting;"antagonist","Una nueva figura parental entra en una familia ya formada.","Permite conflictos de aceptación, autoridad y lealtades en familias reconstituidas.",setup;midpoint;climax,Intimate_dialogue;family_scene,DRAMA,DRAMEDY,4,3,naturalistic,none,"fear;hope","self_vs_community",major,personal;family,relational,3,20th_century;contemporary,MODERN_EUROPEAN_TOWN;MODERN_AMERICAN_TOWN,high,low,"","PG-13",false,"Puede ser antagonista suave o aliado que lucha por ser aceptado; conviene evitar el cliché malvado sin matices.","","Trabajar momentos donde se gana o pierde confianza para que su arco tenga peso.",Presupuesto bajo.",script_theory_extended,validated,"stepfamily;parent;conflict",0.7,1
STRICT_PARENT,Strict Parent,Padre/madre autoritario,SUPPORTING_CHARACTER,family_antagonist;sage,supporting;"antagonist","Progenitor que impone normas rígidas sobre el protagonista.","Representa límites, tradición y presión; fundamental en relatos de emancipación.",setup;midpoint;climax,Intimate_dialogue;confrontation,DRAMA,DRAMEDY,4,3,naturalistic,none,"fear;resentment","freedom_vs_oppression;self_vs_community",major,personal;family,relational,3,20th_century;contemporary,MODERN_EUROPEAN_TOWN;MODERN_AMERICAN_TOWN,high,low,"","PG-13",false,"Indispensable en muchos coming of age; su posible flexibilización es parte del arco.","","Dar razones comprensibles para su rigidez (miedo, experiencia), evitando villanizar sin contexto.",Presupuesto bajo; casas y espacios cotidianos.",script_theory_extended,validated,"parent;authority;coming_of_age",0.8,1
VILLAINS_RIGHT_HAND,Villain's Right Hand,Brazo derecho del villano,SUPPORTING_CHARACTER,henchman;lieutenant,supporting;"antagonist","El colaborador principal del antagonista ejecuta sus órdenes y mantiene su poder.","Permite mostrar la eficacia y alcance del villano sin que este esté siempre en escena.",first_plot_point;midpoint;climax,action_setpiece;confrontation,THRILLER;ACTION,CRIME_DRAMA,4,3,heightened_stylized,none,"loyalty;fear","honesty_vs_corruption;self_vs_community",major,community;national,warfare;social,4,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,medium,"violence","R",true,"Secundario clave en relatos de crimen y política; su caída puede ser punto de giro importante.","","Definir si es mero ejecutor o si tiene agenda propia; eso condiciona su posible traición.",Secuencias de acción y presencia recurrente; presupuesto medio.",script_theory_extended,validated,"henchman;lieutenant;crime",0.85,1
WIZARD,Wizard,Mago,SUPPORTING_CHARACTER,supernatural_ally;sage,supporting,"Un mago ofrece conocimiento o poder mágico al protagonista.","Refuerza componente fantástico y de fábula; puede ser guía, aliado o figura ambigua.",setup;first_plot_point;midpoint,supernatural_event;Intimate_dialogue,FANTASY;ADVENTURE,DRAMA,3,3,heightened_stylized,light,"wonder;fear","self_vs_community",major,community,supernatural;relational,3,fantasy;middle_ages,FANTASY_KINGDOM;ARTHURIAN_LEGENDS,medium,high,"","PG-13",false,"Secundario típico en fantasía épica; a menudo se asocia al papel de mentor.","","Definir límites de su poder para que no resuelva todo el conflicto por sí mismo.",FX moderados y diseño de producción específicos; presupuesto medio.",script_theory_extended,validated,"wizard;magic;mentor",0.85,1
