id,english_name,spanish_name,category,subtype,role_in_story,logline_usage,dramatic_function,arc_phase_affinity,scene_type_affinity,primary_genres,secondary_genres,tone_seriousness,tone_darkness,tone_stylization,humor_presence,emotional_core,moral_axis,character_change_potential,narrative_scale,conflict_type,stakes_level,default_periods,default_settings,period_flexibility,worldbuilding_requirement,sensitivity_tags,rating_floor,hays_code_relevant,professional_notes,examples_reference,script_usage_notes,production_implications,source,curation_status,tags_engine,priority_for_generation,version
CYNIC,Cynic,Cínico,PROTAGONIST,character_type,protagonist;"supporting","Un personaje desencantado que no cree en nada se ve forzado a implicarse en el conflicto.","Ofrecer perspectiva crítica y resistirse a la esperanza, para luego permitir posible transformación hacia compromiso.",setup;midpoint;second_plot_point,Intimate_dialogue;confrontation,DRAMA,DRAMEDY,4,3,naturalistic,light,"resentment;apathy","hope_vs_despair;self_vs_community",major,personal;social,internal,3,20th_century;contemporary,MODERN_EUROPEAN_CITY;MODERN_AMERICAN_CITY,high,low,"","PG-13",false,"Arquetipo útil para dramas y thrillers; su evolución hacia la acción o la empatía da peso al climax.","","Evitar mantenerlo cínico hasta el final sin matices; modular su transformación para que parezca orgánica.","Presupuesto bajo; centrado en interpretación y diálogos.",script_theory_extended,validated,"cynicism;arc_of_faith;drama",0.65,1
DARING_ADVENTURER,Daring Adventurer,Aventurero audaz,PROTAGONIST,heroic_archetype,protagonist,"Un aventurero en busca de emociones y descubrimientos se lanza a una misión peligrosa.","Ser motor de acción y exploración; ideal para historias de viaje y búsqueda.",setup;inciting_incident;first_plot_point;midpoint;climax,ACTION_setpiece;thrilling_chase;exploration,ADVENTURE;ACTION,FANTASY;SCIENCE_FICTION,4,3,heightened_stylized,light,"excitement;curiosity","self_vs_community",minor;major,community;global,warfare;exploration,4,ancient;20th_century;near_future,ANCIENT_EGYPT;FANTASY_KINGDOM;SPACE;TROPICAL_ISLAND,high,medium,"violence","PG-13",false,"Protagonista típico de aventuras; necesita objetivos claros y obstáculos variados.","","Combinar deseos personales (reconocimiento, curiosidad) con responsabilidad para crear dilemas.","Localizaciones variadas, posibles efectos y secuencias de acción; presupuesto medio-alto.",script_theory_extended,validated,"adventure;explorer;quest",0.8,1
DETECTIVE,Detective,Detective,PROTAGONIST,investigator,protagonist;"supporting","Un investigador sigue pistas para resolver un crimen o misterio complejo.","Estructurar la narrativa alrededor del misterio; canalizar la revelación progresiva de información.",setup;first_plot_point;midpoint;second_plot_point;climax,investigation;revelation;confrontation,DETECTIVE;THRILLER,CRIME_DRAMA,4,3,naturalistic;heightened_stylized,none,"curiosity;frustration","honesty_vs_corruption;justice_vs_injustice",major,community;national,internal;social;institutional,4,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"crime","PG-13;R",false,"Elemento central en policiacos y noir; su subjetividad puede modular el tono (más cínico o más idealista).","","Cuidar la lógica del caso y el ritmo de revelación para evitar deus ex machina.","Requiere diseño de pistas, decorados variados y reparto de sospechosos; presupuesto medio.",game_data;script_theory_extended,validated,"detective;noir;mystery",0.8,1
DIS_IDEALIST,Disillusioned Idealist,Idealista desengañado,PROTAGONIST,character_type,protagonist,"Un idealista que ha perdido la fe debe decidir si vuelve a luchar por sus principios.","Explorar pérdida y posible recuperación de la fe en algo (institución, persona, causa).",setup;midpoint;second_plot_point;climax,Intimate_dialogue;confrontation,DRAMA,DRAMEDY,4,3,naturalistic,none,"despair;hope","hope_vs_despair;self_vs_community",major,personal;social,internal,3,20th_century;contemporary,MODERN_EUROPEAN_CITY;MODERN_AMERICAN_CITY,high,low,"","PG-13",false,"Funciona bien en dramas políticos, románticos o de guerra; conecta con finales de redención.","","Introducir el momento clave en que se rompe el ideal para que la posible recuperación tenga peso.","Presupuesto bajo-medio; basado en diálogos y decisiones dramáticas.",script_theory_extended,validated,"idealism;loss_of_faith;redemption",0.7,1
FARM_GIRL,Farm Girl,Chica del campo,PROTAGONIST,fish_out_of_water,protagonist;"supporting","Una joven del campo se enfrenta a cambios al abandonar o defender su entorno rural.","Contrastar inocencia y vida sencilla con complejidad urbana o social; útil para coming of age.",setup;first_plot_point;midpoint,Intimate_dialogue;comic_relief;confrontation,DRAMA;ROMANCE,DRAMEDY,3,2,naturalistic,light,"hope;fear","self_vs_community",major,personal;family,internal;social,3,20th_century;contemporary,MODERN_AMERICAN_COUNTRYSIDE;MODERN_EUROPEAN_COUNTRYSIDE,high,low,"","PG-13",false,"Buen vehículo para historias de transición vital y choque ciudad/pueblo.","","Usar la mirada de la protagonista para mostrar belleza y dureza del entorno rural.","Presupuesto bajo; localizaciones rurales y reparto limitado.",script_theory_extended,validated,"rural;coming_of_age;contrast_city_country",0.65,1
HOPELESS_ROMANTIC,Hopeless Romantic,Romántico empedernido,PROTAGONIST,romantic_lead,protagonist;"supporting","Un personaje cree profundamente en el amor pese a repetidos fracasos.","Sostener tramas románticas y ofrecer vulnerabilidad; generar empatía en comedia o drama.",setup;first_plot_point;midpoint;climax,Intimate_dialogue;comic_relief,ROMANCE;COMEDY,DRAMEDY,3,2,naturalistic,light,"longing;joy","self_vs_community",major,personal,internal;relational,2,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"","PG-13",false,"Arquetipo central en comedias románticas; puede ser protagonista o secundario clave.","","Balancear idealismo con momentos de realidad para evitar que parezca ingenuo sin matices.","Presupuesto bajo; centrado en química entre intérpretes y localizaciones cotidianas.",script_theory_extended,validated,"romance;idealism;love",0.8,1
JOURNALIST,Journalist,Periodista,PROTAGONIST,investigator,protagonist;"supporting","Un periodista destapa una trama de corrupción o una verdad incómoda.","Servir de vector para historias sobre verdad, poder y ética profesional.",first_plot_point;midpoint;second_plot_point;climax,investigation;revelation;confrontation,DRAMA;THRILLER,POLITICAL_DRAMA,4,3,naturalistic,none,"curiosity;indignation","honesty_vs_corruption;freedom_vs_oppression",major,community;national,internal;social;institutional,4,20th_century;contemporary,MODERN_AMERICAN_CITY;MODERN_EUROPEAN_CITY,high,low,"","PG-13",false,"Elemento clave en thrillers políticos y dramas periodísticos; ofrece narrativa de investigación sin armas.","","Cuidar fuentes, filtraciones y riesgos personales del periodista para dar tensión real.","Presupuesto medio; localizaciones de redacción, oficinas, espacios públicos.",game_data;script_theory_extended,validated,"journalism;investigation;politics",0.75,1
KNIGHT,Knight,Caballero,PROTAGONIST,heroic_archetype,protagonist;"mentor","Un héroe guiado por un código moral estricto, dispuesto a sacrificarse por el bien común.","Encarnar valores de honor, justicia y sacrificio; servir como eje ético de la historia.",setup;first_plot_point;midpoint;climax,confrontation;action_setpiece;intimate_dialogue,DRAMA;ACTION,HISTORICAL;FANTASY,4,4,heightened_stylized,none,"hope;honor","justice_vs_injustice;duty_vs_desire",major,community;national;global,internal;warfare;social,4,Middle_Ages;20th_century;contemporary,MIDDLE_AGES;FANTASY_KINGDOM;WW2_EUROPE;MODERN_EUROPEAN_CITY,high,medium,"war","PG-13;R",true,"Arquetipo clásico trasladable a cualquier época como 'paladín' moderno; útil como protagonista o figura de mentor.","","Clarificar el código moral desde el inicio; usar sus conflictos entre deber y deseo para dar peso dramático.","Puede exigir coreografías de combate y diseño de producción específico (armas, uniformes, símbolos).",game_data;script_theory_extended,validated,"hero;code_of_honor;war",0.85,1
LAST_SURVIVOR,Last Survivor,Último superviviente,PROTAGONIST,tragic_hero,protagonist,"El último superviviente de un grupo debe afrontar el trauma y decidir cómo seguir adelante.","Explorar temas de culpa, resiliencia y responsabilidad; alto potencial dramático en horror y guerra.",midpoint;second_plot_point;climax,confrontation;survival_sequence;intimate_dialogue,HORROR;DRAMA;WAR,THRILLER,4,5,naturalistic;heightened_stylized,none,"grief;fear","hope_vs_despair;self_vs_community",major,personal;community,internal;warfare,5,20th_century;contemporary;near_future,WW2_EUROPE;DYSTOPIAN_FUTURISTIC_CITY;SPACE,medium,medium,"violence","R",true,"Elemento intenso; mejor usado en historias donde el tono oscuro está asumido.","","Cuidar el equilibrio entre desesperación y posibilidad de sentido para evitar nihilismo plano.","Puede implicar rodajes duros en localizaciones hostiles; presupuesto medio-alto según entorno.",script_theory_extended,validated,"survival;trauma;war;horror",0.8,1
LOVEABLE_ROGUE,Loveable Rogue,Pícaro simpático,PROTAGONIST,antihero,protagonist;"supporting","Un transgresor encantador se gana el cariño del público pese a sus pequeñas o medianas faltas.","Aportar encanto y ambigüedad ligera; ideal para aventuras y comedias.","setup;first_plot_point;midpoint,comic_relief;confrontation;action_setpiece,ADVENTURE;COMEDY,DRAMEDY,3,2,heightened_stylized,light,"joy;pride","self_vs_community",minor;major,personal;community,relational;social,3,20th_century;contemporary;near_future,MODERN_AMERICAN_CITY;FANTASY_KINGDOM;SPACE,high,low,"","PG-13",false,"Muy útil para modular el tono de historias con componente de crimen o aventura.","","Mostrar códigos personales que lo diferencien de villanos puros; aprovechar su encanto para giros de trama.","Presupuesto variable; funciona en casi cualquier escala.",script_theory_extended,validated,"rogue;charming;antihero",0.8,1
OUTCAST,Outcast,Marginado,PROTAGONIST,character_type,protagonist;"supporting","Un marginado social lucha por encontrar su lugar o defender su identidad.","Tratar temas de rechazo, pertenencia y autoestima; muy apto para dramas y coming of age.",setup;first_plot_point;midpoint;climax,Intimate_dialogue;confrontation,DRAMA;ROMANCE,DRAMEDY,4,3,naturalistic,none,"loneliness;hope","self_vs_community;freedom_vs_oppression",major,personal;community,internal;social,3,20th_century;contemporary,MODERN_EUROPEAN_CITY;MODERN_AMERICAN_CITY,high,low,"","PG-13",false,"Elemento central en dramas de identidad y bullying; funciona bien como figura con la que el público empatiza.","","Visualizar el rechazo a través de escenas concretas; mostrar progresivamente la construcción de su red de apoyo.","Presupuesto bajo; se apoya en interpretación y pocas localizaciones.",script_theory_extended,validated,"outcast;identity;bullying",0.75,1
PILOT,Pilot,Piloto,PROTAGONIST,professional_lead,protagonist,"Un piloto se enfrenta a misiones de alto riesgo que ponen en juego vidas y objetivos mayores.","Aportar acción técnica y tensión; útil en guerra, ciencia ficción y dramas de catástrofe.",first_plot_point;midpoint;climax,action_setpiece;thrilling_chase,SCIENCE_FICTION;WAR;ACTION,THRILLER,4,3,heightened_stylized,none,"fear;responsibility","duty_vs_desire;self_vs_community",major,community;national;global,warfare;institutional,4,20th_century;near_future,WW2_EUROPE;SPACE;DYSTOPIAN_FUTURISTIC_CITY,medium,high,"war","PG-13;R",true,"Central en historias de combate aéreo y ciencia ficción; aporta espectacularidad visual.","","Usar cabina y comunicaciones como espacios dramáticos para interioridad del piloto.","Efectos especiales, decorados de cabina y posible uso de CGI; presupuesto alto.",game_data;script_theory_extended,validated,"pilot;air_combat;tech",0.75,1
PIRATE,Pirate,Pirata,PROTAGONIST,antihero,protagonist;"antagonist","Un pirata navega conflictos de libertad, lealtad y codicia en mares peligrosos.","Explorar ambigüedad moral y espíritu de aventura; ideal para historias marítimas.",setup;first_plot_point;midpoint;climax,action_setpiece;confrontation;comic_relief,ADVENTURE;ACTION,FANTASY;HISTORICAL,4,3,heightened_stylized,light,"excitement;greed","freedom_vs_oppression;law_vs_crime",major,community;global,warfare;social,4,17th_century;18th_century;fantasy,CARIBBEAN;TROPICAL_ISLAND;FANTASY_KINGDOM,medium,high,"violence","PG-13;R",true,"Arquetipo clásico de cine de aventuras; mezcla bien comedia ligera con acción.","","Definir código de tripulación y conflictos internos para dar profundidad más allá de saqueos.","Requiere barcos, exteriores marítimos o recreaciones; presupuesto alto.",game_data;script_theory_extended,validated,"pirate;sea;adventure",0.7,1
RETIRED_LEGEND,Retired Legend,Leyenda retirada,PROTAGONIST,heroic_archetype,protagonist;"mentor","Una antigua leyenda que se ha retirado es arrastrada de nuevo al conflicto.","Permite explorar temas de edad, legado y 'un último trabajo'; muy potente dramáticamente.",setup;first_plot_point;midpoint;climax,Intimate_dialogue;action_setpiece,DRAMA;ACTION,THRILLER,4,3,naturalistic;heightened_stylized,none,"regret;hope","duty_vs_desire;self_vs_community",major,personal;community,internal;warfare,4,20th_century;contemporary,MODERN_AMERICAN_CITY;WW2_EUROPE,high,medium,"violence","PG-13;R",false,"Buen recurso para dar peso a historias de acción tardías o dramas sobre legado.","","Mostrar claramente qué le hizo retirarse y por qué vuelve; usar su reputación para generar expectativas en otros personajes.","Puede requerir estilización de flashbacks y escenas de acción; presupuesto medio-alto.",script_theory_extended,validated,"retired;legend;one_last_job",0.8,1
SAILOR,Sailor,Marinero,PROTAGONIST,professional_lead,protagonist;"supporting","Un marinero vive conflictos personales y colectivos en entorno marítimo.","Servir de nexo entre lugares y culturas; ideal para relatos de viaje y aventura.","setup;throughline,establishing_shot;Intimate_dialogue;action_setpiece,ADVENTURE;DRAMA,FANTASY;WAR,3,3,naturalistic;heightened_stylized,light,"loneliness;hope","self_vs_community",minor;major,community;global,warfare;exploration,3,18th_century;20th_century;fantasy,CARIBBEAN;TROPICAL_ISLAND;FANTASY_KINGDOM,medium,medium,"war","PG-13",false,"Elemento versátil en historias marítimas; puede ser protagonista o secundario clave.","","Convertir el barco en microcosmos social para aumentar el interés dramático.","Necesita localizaciones marítimas o sets, puede elevar costes.",script_theory_extended,validated,"sea;voyage;crew",0.65,1
SECRET_AGENT,Secret Agent,Agente secreto,PROTAGONIST,professional_lead,protagonist,"Un espía se ve envuelto en juegos de poder, traición y misiones encubiertas.","Sostener thrillers de espionaje; mezclar acción con intriga política.",setup;first_plot_point;midpoint;second_plot_point;climax,action_setpiece;investigation;revelation;thrilling_chase,THRILLER;ACTION,SPY_GENRE,4,3,heightened_stylized,light,"fear;excitement","freedom_vs_oppression;honesty_vs_corruption",major,national;global,institutional;warfare;social,4,20th_century;near_future,MODERN_AMERICAN_CITY;DYSTOPIAN_FUTURISTIC_CITY;SPACE,medium,medium,"violence","PG-13;R",true,"Centro de historias de espionaje; requiere equilibrio entre complejidad de trama y claridad.","","Articular bien dobles lealtades y traiciones para evitar confusión excesiva.","Localizaciones múltiples, gadgets y secuencias de acción; presupuesto alto.",game_data;script_theory_extended,validated,"spy;espionage;thriller",0.8,1
SHERIFF,Sheriff,Alguacil,PROTAGONIST,professional_lead,protagonist;"supporting","Un alguacil mantiene el orden en una comunidad pequeña frente a amenazas crecientes.","Representar autoridad local y conflicto con fuerzas externas o internas.","setup;first_plot_point;climax,confrontation;action_setpiece,WESTERN;DRAMA,THRILLER,4,3,naturalistic;heightened_stylized,light,"fear;responsibility","justice_vs_injustice;self_vs_community",major,community,warfare;social;institutional,4,19th_century;20th_century;contemporary,WILD_WEST;MODERN_AMERICAN_TOWN,medium,medium,"violence","PG-13;R",true,"Personaje central en western y thrillers rurales; ideal para historias de 'cerco' o asedio.","","Definir claramente su relación con la comunidad y sus límites legales y personales.","Requiere localización de pueblo, extras y posible acción armada; presupuesto medio.",script_theory_extended,validated,"sheriff;lawman;small_town",0.7,1
SOLDIER,Soldier,Soldado,PROTAGONIST,professional_lead,protagonist;"supporting","Un soldado afronta el combate y sus consecuencias personales.","Explorar deber, trauma y moralidad en tiempos de guerra.",setup;first_plot_point;midpoint;climax,action_setpiece;Intimate_dialogue,DRAMA;WAR,THRILLER,4,4,naturalistic,heightened_stylized,none,"fear;guilt","duty_vs_desire;freedom_vs_oppression",major,community;national,warfare;internal,5,20th_century,GREAT_WAR;WW2_EUROPE;WW2_PACIFIC;WW2_AFRICA,medium,high,"war","R",true,"Elemento base de dramas bélicos; se puede usar como protagonista o miembro del grupo.","","Dar espacio a la vida interior del soldado para evitar que sea solo 'figurante armado'.","Similares requisitos a otros relatos de guerra: extras, FX y localizaciones exigentes.",script_theory_extended,validated,"soldier;war;trauma",0.8,1
SOUTHERN_BELLE,Southern Belle,Dama sureña,PROTAGONIST,character_type,protagonist;"supporting","Una dama de la sociedad sureña en época de Guerra Civil enfrenta cambios sociales y personales.","Tratar temas de clase, género y transformación histórica en el contexto americano.","setup;first_plot_point;midpoint,Intimate_dialogue;confrontation,HISTORICAL;DRAMA,ROMANCE,4,3,naturalistic,light,"pride;fear","self_vs_community;freedom_vs_oppression",major,personal;social,relational;social,3,19th_century,AMERICAN_CIVIL_WAR;SLAVE_STATES_IN_SLAVERY-ERA,low,high,"racism","PG-13",true,"Elemento muy ligado a narrativas históricas específicas; requiere cuidado en el tratamiento de raza y clase.","","Evitar romanticizar estructuras opresivas sin perspectiva crítica.","Necesita vestuario y decorados de época; presupuesto medio-alto.",game_data;script_theory_extended,validated,"civil_war;southern;class",0.6,1
SPIRITED_YOUNG_LADY,Spirited Young Lady,Joven decidida,PROTAGONIST,heroic_archetype,protagonist;"supporting","Una joven de carácter fuerte desafía expectativas sociales o familiares.","Protagonista frecuente en relatos de emancipación, coming of age y romance.","setup;first_plot_point;midpoint;climax,Intimate_dialogue;confrontation,DRAMA;ROMANCE,DRAMEDY,3,2,naturalistic,light,"hope;frustration","self_vs_community;freedom_vs_oppression",major,personal;family,internal;social,3,19th_century;20th_century;contemporary,VICTORIAN_ENGLAND;MODERN_EUROPEAN_CITY,high,medium,"","PG-13",false,"Elemento clave en historias de emancipación femenina; muy adaptable a distintos periodos.","","Mostrar con claridad las normas que desafía y sus aliados/antagonistas internos.","Presupuesto variable según época; se apoya en interpretación y conflicto social.",script_theory_extended,validated,"young_woman;emancipation;coming_of_age",0.75,1
TOXIC_VIGILANTE,Toxic Vigilante,Justiciero violento,PROTAGONIST,antihero,protagonist,"Un justiciero que usa métodos extremos para combatir el crimen se convierte en problema en sí mismo.","Explorar límites de la justicia por mano propia y sus consecuencias éticas.","first_plot_point;midpoint;second_plot_point;climax,action_setpiece;confrontation,THRILLER;ACTION,CRIME_DRAMA,4,4,naturalistic;heightened_stylized,none,"anger;rage","justice_vs_injustice;law_vs_crime",major,community;national,warfare;social,4,20th_century;contemporary,MODERN_AMERICAN_CITY;DYSTOPIAN_FUTURISTIC_CITY,medium,low,"violence","R",true,"Muy útil para relatos sombríos de superhéroes urbanos o thrillers de venganza.","","Marcar con claridad el coste humano de sus acciones para evitar lectura simplista de 'héroe absoluto'.","Puede implicar violencia gráfica y ambientes oscuros; presupuesto medio-alto.",script_theory_extended,validated,"vigilante;revenge;crime",0.7,1
